code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
AL083032,AL,27.353456800000004,PINUS HALEPENSIS,1456.38,1291,1598,2medium,3625.25,37.2754,-2.56813,NA,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,phale,P. halpensis
AL083035,AL,53.3062672,PINUS PINASTER,1605.69,1529,1749,2medium,4103.12,37.26574,-2.58701,NA,1,1,0,0,2,0,0,0,1,1,0,0,NA,0,0,0,0,2,1,0,0,0,3,0,3,2,ppinas,P. pinaster
AL083036,AL,88.0090559,PINUS SYLVESTRIS,1655.59,1496,1779,2medium,4969.64,37.26297,-2.56386,NA,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,2,psylv,P. sylvestris
AL083037,AL,277.62318730000004,PINUS SYLVESTRIS,1717.4,1386,1917,3high,12324.93,37.25304,-2.60404,NA,1,1,0,0,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,2,1,0,0,4,2,1,2,psylv,P. sylvestris
AL083038,AL,97.71892290000001,PINUS NIGRA SSP SALZM.,1417.84,1221,1626,2medium,5329.29,37.26205,-2.56903,NA,1,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,pnig_sal,P. nigra
AL083039,AL,93.19341999999999,PINUS NIGRA SSP SALZM.,1416.21,1226,1590,2medium,5896.28,37.26291,-2.58019,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,1,0,pnig_sal,P. nigra
AL083040,AL,113.6692157,PINUS NIGRA SSP SALZM.,1477.18,1274,1690,2medium,6280.67,37.25287,-2.57212,NA,1,1,0,0,1,0,0,0,0,3,NA,0,NA,0,0,0,0,0,1,0,0,0,2,0,0,2,pnig_sal,P. nigra
AL083041,AL,53.200625800000005,PINUS SYLVESTRIS,1493.79,1355,1648,2medium,3833.73,37.25182,-2.58081,NA,0,0,0,0,2,0,0,1,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,3,0,0,1,psylv,P. sylvestris
AL083042,AL,34.6800164,PINUS SYLVESTRIS,1585,1433,1692,2medium,5858.88,37.24933,-2.58169,NA,1,1,1,0,3,0,0,0,0,2,0,0,NA,0,0,0,0,1,1,2,0,1,3,0,3,3,psylv,P. sylvestris
AL083043,AL,146.7864761,PINUS SYLVESTRIS,1761.54,1559,1920,3high,7861.57,37.24843,-2.59272,NA,0,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,2,2,0,2,2,4,0,3,3,psylv,P. sylvestris
AL091001,AL,68.053498,PINUS HALEPENSIS,717.09,597,781,1low,4088.3,36.95268,-2.59031,NA,4,0,1,1,0,1,1,0,0,2,1,NA,0,0,3,1,1,1,1,2,3,3,3,0,2,2,phale,P. halpensis
AL091002,AL,160.1029628,PINUS HALEPENSIS,1264.8,1164,1453,2medium,8135.33,36.92048,-2.65952,NA,0,0,NA,1,2,1,1,1,1,2,2,NA,0,0,3,1,2,2,2,2,1,1,3,0,1,1,phale,P. halpensis
AL091003,AL,30.926565500000002,PINUS HALEPENSIS,1128.14,1039,1176,1low,2365.75,36.91629,-2.62272,NA,0,0,1,1,1,1,1,1,1,2,2,NA,0,0,2,1,1,2,2,2,1,1,2,0,2,2,phale,P. halpensis
AL091004,AL,83.1698239,PINUS HALEPENSIS,1341.34,1151,1473,2medium,4345.44,36.92258,-2.67358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,3,0,1,3,2,2,1,1,3,0,1,2,phale,P. halpensis
AL091005,AL,52.155123599999996,PINUS HALEPENSIS,1367.33,1265,1474,2medium,4607.51,36.92589,-2.68109,NA,0,0,NA,1,2,1,1,1,1,2,2,NA,0,0,2,1,1,2,1,2,1,1,2,0,1,2,phale,P. halpensis
AL091006,AL,22.5712892,PINUS HALEPENSIS,1186.47,1119,1251,1low,2991.5,36.92167,-2.64105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,2,0,1,2,0,1,2,phale,P. halpensis
AL091007,AL,11.3103871,PINUS HALEPENSIS,340.79,272,441,0verylow,1509.78,36.98021,-2.59805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,2,2,1,2,2,2,3,0,2,2,phale,P. halpensis
AL091008,AL,39.225931,PINUS HALEPENSIS,355.05,305,419,0verylow,5422.58,36.99618,-2.60825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,4,0,0,5,1,1,5,0,1,0,phale,P. halpensis
AL091009,AL,15.017913,PINUS HALEPENSIS,367.48,320,417,0verylow,3763.61,36.9973,-2.60282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,0,0,5,1,1,5,0,1,0,phale,P. halpensis
AL091010,AL,8.8621402,PINUS HALEPENSIS,397.56,361,437,0verylow,2103.39,37.00119,-2.61257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,0,0,5,1,1,5,0,1,0,phale,P. halpensis
AL091011,AL,53.006648199999994,NA,1035.19,969,1130,1low,3914.72,36.91294,-2.61396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,1,1,2,0,1,1,NA,NA
AL102001,AL,332.4670054,PINUS HALEPENSIS,689.79,331,1245,1low,14447.13,36.83806,-2.71741,NA,2,1,0,2,2,1,NA,1,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,phale,P. halpensis
AL901001,AL,72.0333497,PINUS NIGRA SSP SALZM.,1893.63,1800,1960,3high,4072.99,37.2265,-2.71626,NA,0,0,1,2,4,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,3,3,2,pnig_sal,P. nigra
AL901002,AL,113.37963729999998,PINUS SYLVESTRIS,1945.05,1832,2046,3high,8179.66,37.22009,-2.70123,NA,0,0,1,2,4,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,1,2,3,3,2,psylv,P. sylvestris
AL901003,AL,293.8853554,PINUS SYLVESTRIS,1706.07,1410,1917,3high,13317.89,37.21623,-2.7155,NA,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3,3,2,psylv,P. sylvestris
AL901004,AL,381.67540660000003,PINUS HALEPENSIS,1541.15,984,2080,2medium,51854.07,37.19811,-2.69685,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,2,2,1,1,phale,P. halpensis
AL901005,AL,78.72478079999999,PINUS HALEPENSIS,1043.63,913,1236,1low,7014.38,37.17161,-2.70561,NA,0,1,3,5,1,1,0,2,1,0,4,0,1,3,0,0,0,0,0,1,2,1,3,2,1,1,phale,P. halpensis
AL901006,AL,42.6770648,PINUS HALEPENSIS,865.71,824,903,1low,5760.71,37.15871,-2.7376,NA,0,1,NA,2,2,1,0,0,NA,NA,4,0,3,2,2,2,1,1,1,1,1,1,2,3,0,1,phale,P. halpensis
AL901007,AL,4.0317453,PINUS HALEPENSIS,834.91,817,851,1low,828.51,37.14034,-2.74901,NA,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,phale,P. halpensis
AL901008,AL,78.1826315,PINUS SYLVESTRIS,954.41,737,1319,1low,6455.17,37.12804,-2.74478,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,psylv,P. sylvestris
AL901009,AL,117.4179764,PINUS HALEPENSIS,923.79,654,1216,1low,8096.85,37.11818,-2.70397,3,0,0,0,1,2,3,3,0,1,1,1,0,0,0,0,0,2,2,1,0,1,1,2,2,1,1,phale,P. halpensis
AL901010,AL,1.9952961,NA,713.97,707,718,1low,651.87,37.1387,-2.7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,1,1,2,0,0,1,1,1,3,3,1,1,NA,NA
AL901011,AL,3.0899793,NA,926.99,880,950,1low,815.13,37.16203,-2.70458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,1,1,0,3,3,1,1,NA,NA
AL901012,AL,113.4244791,NA,851.44,719,1048,1low,9347.16,37.15274,-2.71064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,1,1,0,0,1,1,1,4,3,0,1,NA,NA
AL901013,AL,9.4108825,NA,894.25,860,937,1low,1660.76,37.16194,-2.69439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,1,1,1,4,3,0,1,NA,NA
AL901014,AL,18.4096301,NA,839.05,774,911,1low,2571.97,37.14544,-2.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,1,2,2,1,1,1,1,1,2,3,1,1,NA,NA
AL901015,AL,4.0967731,NA,712.06,688,740,1low,1063.05,37.13447,-2.69272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,1,0,0,1,1,1,4,3,1,1,NA,NA
AL901016,AL,61.970768299999996,NA,808.07,768,896,1low,6782.84,37.1512,-2.69544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,0,0,1,1,1,1,2,3,3,3,0,1,NA,NA
AL901017,AL,5.8663412,NA,732.03,721,746,1low,953.44,37.14162,-2.70277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,2,2,1,2,0,0,1,2,1,4,3,0,1,NA,NA
AL901018,AL,0.5209452,NA,719.45,717,723,1low,307.93,37.13904,-2.69846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,3,2,2,0,0,1,1,1,2,2,1,0,NA,NA
AL901019,AL,1.1785787,NA,763.75,756,774,1low,637.93,37.14124,-2.68908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,2,1,1,1,1,1,1,1,0,4,3,1,1,NA,NA
AL901020,AL,0.9047413000000001,NA,733.27,716,751,1low,401.31,37.13687,-2.69801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,1,1,0,0,0,0,1,0,1,3,4,1,1,NA,NA
AL901021,AL,1.4742225,NA,827.37,806,848,1low,504.25,37.14468,-2.68926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,2,1,1,1,1,0,3,3,0,1,NA,NA
AL901022,AL,16.5323346,NA,729.48,701,762,1low,3398.22,37.13854,-2.69247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,2,3,2,0,0,1,1,1,4,3,1,1,NA,NA
AL901023,AL,39.749998,NA,748.11,724,787,1low,2958.91,37.14372,-2.69762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,3,1,1,1,0,1,1,2,1,4,4,0,1,NA,NA
AL901024,AL,15.457347500000001,NA,976.55,912,1065,1low,1867.19,37.16884,-2.69533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,1,0,1,3,2,1,0,NA,NA
AL901026,AL,5.0407858999999995,NA,885.19,868,914,1low,1018.61,37.16185,-2.69818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,0,1,1,4,3,0,1,NA,NA
AL901027,AL,0.1465092,NA,740.09,735,743,1low,150.32,37.13551,-2.68889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,1,2,3,1,1,NA,NA
GR000010,GR,0.9675417,PINUS SYLVESTRIS,1575.7,1561,1588,2medium,489.82,37.32366,-2.80475,2,1,0,0,1,2,4,1,1,1,1,2,NA,0,1,0,1,1,0,0,0,1,3,3,0,3,1,psylv,P. sylvestris
GR000011,GR,11.4759681,PINUS NIGRA SSP SALZM.,1339.51,1307,1366,2medium,1277.37,37.30868,-3.46399,0,0,1,1,2,2,0,1,1,1,1,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,pnig_sal,P. nigra
GR000012,GR,7.7738333,PINUS NIGRA SSP SALZM.,1332.15,1323,1353,2medium,1189.27,37.29429,-3.47533,0,0,1,1,2,2,0,1,1,2,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,1,pnig_sal,P. nigra
GR000013,GR,1.0733274,PINUS SYLVESTRIS,1674.11,1648,1693,2medium,738.92,37.28273,-2.77021,3,2,4,0,3,2,3,1,1,0,1,1,NA,0,1,0,1,3,0,0,0,0,4,4,0,3,2,psylv,P. sylvestris
GR000015,GR,8.9319947,PINUS PINASTER,1458.73,1438,1481,2medium,1268.87,37.25935,-3.52861,0,0,1,1,3,1,0,1,2,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,ppinas,P. pinaster
GR000016,GR,3.5699987,PINUS HALEPENSIS,777.39,763,801,1low,860.35,37.24569,-3.7024,NA,1,0,0,2,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000018,GR,8.243105100000001,PINUS HALEPENSIS,1206.82,1191,1285,2medium,3632.88,37.20685,-3.167,1,0,1,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000019,GR,32.5336991,PINUS HALEPENSIS,1004.83,948,1018,1low,6156.94,37.17441,-3.55663,NA,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000020,GR,95.65283149999999,PINUS HALEPENSIS,899.39,778,1010,1low,5778.91,37.17076,-3.56207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000021,GR,11.120693,PINUS SYLVESTRIS,1524.06,1489,1575,2medium,1687.17,37.1386,-3.18501,0,0,0,0,1,2,0,0,0,NA,1,2,0,0,1,0,0,2,1,3,0,0,0,NA,NA,0,0,psylv,P. sylvestris
GR000023,GR,46.338059200000004,PINUS SYLVESTRIS,2049.85,1995,2115,3high,5541.08,37.11512,-3.03144,1,0,0,0,0,3,1,0,0,0,3,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,psylv,P. sylvestris
GR000025,GR,26.0083748,PINUS HALEPENSIS,1049.47,1030,1069,1low,2027.21,37.1147,-3.54619,NA,1,1,0,NA,0,0,1,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,phale,P. halpensis
GR000026,GR,36.6678959,PINUS HALEPENSIS,909.47,848,972,1low,4600.72,37.11037,-3.56852,1,NA,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000027,GR,5.2368613,PINUS SYLVESTRIS,1897.33,1867,1924,3high,1122.06,37.1111,-3.43479,NA,1,0,0,0,1,3,1,0,1,NA,2,NA,0,0,2,0,2,3,2,0,0,0,1,1,0,0,psylv,P. sylvestris
GR000028,GR,10.9571138,PINUS HALEPENSIS,1171.34,1117,1251,1low,3833.68,37.09802,-3.54766,1,NA,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,phale,P. halpensis
GR000029,GR,16.2579294,PINUS SYLVESTRIS,2087.42,1950,2221,3high,3202.13,37.09761,-3.4038,NA,1,0,0,0,1,2,2,1,0,NA,1,NA,0,0,1,0,1,3,2,0,2,0,2,0,0,NA,psylv,P. sylvestris
GR000030,GR,19.8543326,PINUS SYLVESTRIS,1667.44,1601,1745,2medium,2508.2,37.08346,-3.47123,2,NA,0,0,NA,4,4,3,2,NA,1,1,1,0,1,2,3,4,1,0,0,0,3,2,1,2,NA,psylv,P. sylvestris
GR000031,GR,2.4243723000000004,PINUS NIGRA SSP SALZM.,945.43,930,962,1low,1626.58,37.06425,-3.55352,1,NA,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,pnig_sal,P. nigra
GR000032,GR,2.2046685,PINUS NIGRA SSP SALZM.,949.33,921,971,1low,1032.7,37.06262,-3.56106,1,NA,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,0,1,pnig_sal,P. nigra
GR000035,GR,22.555716200000003,PINUS PINASTER,938.37,914,981,1low,5378.52,36.9236,-3.81271,NA,0,0,1,1,1,1,1,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,ppinas,P. pinaster
GR000036,GR,0.28071050000000003,PINUS PINASTER,763.69,754,773,1low,266.5,36.91189,-3.58063,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
GR000037,GR,7.3376948,PINUS HALEPENSIS,874.68,724,1033,1low,1659.47,36.90618,-3.56079,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
GR000038,GR,9.315778,PINUS PINASTER,1165.47,1144,1203,1low,1567.69,36.88776,-3.70702,NA,1,1,1,3,2,1,1,0,1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,ppinas,P. pinaster
GR000039,GR,1.1937255999999998,PINUS HALEPENSIS,361.93,341,391,0verylow,427.63,36.84837,-3.60779,NA,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,phale,P. halpensis
GR000040,GR,0.9990372,PINUS PINASTER,496.05,484,508,0verylow,445.64,36.82714,-3.67959,NA,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,0,1,2,1,1,1,ppinas,P. pinaster
GR000043,GR,9.0106433,PINUS HALEPENSIS,1250.68,1220,1275,2medium,1193.59,37.2376,-3.5342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,0,1,1,0,0,0,1,2,0,0,0,phale,P. halpensis
GR000048,GR,0.6639555,PINUS HALEPENSIS,213.36,206,223,0verylow,317.44,36.76833,-3.51464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,3,0,0,0,1,3,1,3,0,phale,P. halpensis
GR000050,GR,48.4033964,NA,1506.93,1399,1617,2medium,2905.48,37.16151,-3.05324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,NA,NA
GR000051,GR,25.432778,NA,1608.78,1527,1699,2medium,2310.74,37.15557,-3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,3,1,0,1,0,1,1,2,2,NA,NA
GR000052,GR,37.5803388,NA,1649.05,1547,1767,2medium,2616.37,37.149,-3.04488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,1,3,1,0,1,0,1,1,1,2,NA,NA
GR000053,GR,84.22630330000001,NA,1773.49,1581,1999,3high,4579.73,37.13896,-3.04486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,1,3,0,0,1,0,2,1,1,1,NA,NA
GR000054,GR,108.0266601,NA,1916.2,1687,2127,3high,4685.73,37.12899,-3.04179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,1,3,1,0,0,0,2,1,1,1,NA,NA
GR000055,GR,70.72863889999999,NA,1912.04,1710,2096,3high,3960.74,37.12474,-3.03401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,1,1,3,0,0,2,0,1,1,1,1,NA,NA
GR000056,GR,46.5965086,PINUS SYLVESTRIS,1990.93,1785,2127,3high,6248.25,37.09071,-3.03209,NA,NA,0,0,NA,0,3,NA,0,NA,1,NA,1,0,1,1,1,0,0,3,2,2,1,1,1,1,2,psylv,P. sylvestris
GR000057,GR,27.947906,PINUS SYLVESTRIS,1850.83,1725,1959,3high,2522.11,37.08202,-3.02446,NA,NA,1,NA,NA,3,4,NA,0,NA,1,NA,3,0,1,1,1,0,0,3,2,2,2,1,1,1,2,psylv,P. sylvestris
GR000058,GR,55.9036036,PINUS NIGRA SSP SALZM.,1287.96,1174,1399,2medium,6213.4,37.25085,-3.48094,3,0,1,1,3,3,NA,0,2,3,3,2,2,1,2,2,0,1,1,0,0,1,2,0,0,0,2,pnig_sal,P. nigra
GR000059,GR,41.976035100000004,PINUS NIGRA SSP SALZM.,1363.03,1339,1422,2medium,4370.15,37.282470000000004,-3.45534,4,0,1,1,4,2,NA,0,2,2,2,2,1,1,1,2,0,2,1,0,0,1,1,1,1,0,1,pnig_sal,P. nigra
GR000060,GR,45.2400296,PINUS NIGRA SSP SALZM.,1326.71,1273,1352,2medium,5790.89,37.29453,-3.45255,0,0,1,1,1,2,0,1,1,1,NA,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,pnig_sal,P. nigra
GR000061,GR,18.551559899999997,PINUS NIGRA SSP SALZM.,1373.08,1346,1444,2medium,2633.09,37.27899,-3.45935,3,0,1,1,3,4,0,1,1,2,2,1,NA,1,2,1,0,1,1,0,0,2,1,1,1,0,1,pnig_sal,P. nigra
GR000062,GR,29.931719799999996,PINUS SYLVESTRIS,1333.33,1282,1413,2medium,4211.15,37.2604,-3.47463,2,1,1,1,2,3,3,1,2,2,1,1,1,1,1,2,0,1,1,0,0,1,3,1,1,0,2,psylv,P. sylvestris
GR000063,GR,10.6105933,PINUS PINASTER,1279.8,1234,1322,2medium,1828.96,37.2495,-3.48466,0,0,1,1,2,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,2,1,1,0,1,ppinas,P. pinaster
GR000064,GR,7.9236792000000005,PINUS HALEPENSIS,1209.6,1152,1325,2medium,1638.49,37.2398,-3.49615,1,0,1,1,2,2,NA,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,phale,P. halpensis
GR000065,GR,8.9675895,NA,1164.2,1115,1250,1low,1603.89,37.23965,-3.49178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,1,1,0,1,NA,NA
GR000066,GR,9.9939319,NA,1359.25,1339,1403,2medium,1255.37,37.29002,-3.45164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,2,1,0,0,0,1,NA,NA
GR000067,GR,52.7965456,PINUS PINASTER,1453.24,1349,1558,2medium,6475.29,37.1392,-3.45903,NA,NA,NA,NA,NA,3,1,0,0,1,1,NA,1,0,2,4,1,0,1,1,1,1,3,2,1,2,2,ppinas,P. pinaster
GR000068,GR,12.7666471,PINUS NIGRA SSP SALZM.,1605.25,1556,1642,2medium,1726.57,37.13468,-3.43616,NA,NA,NA,NA,NA,3,0,0,0,1,0,NA,0,1,1,3,1,1,1,1,0,1,1,2,1,2,1,pnig_sal,P. nigra
GR000069,GR,46.2626924,PINUS NIGRA SSP SALZM.,1788.83,1663,1922,3high,4703.92,37.12697,-3.44092,NA,2,0,0,1,4,4,1,0,2,0,NA,0,0,2,3,1,1,1,1,0,1,1,3,0,2,3,pnig_sal,P. nigra
GR000070,GR,38.9406033,PINUS NIGRA SSP SALZM.,1675.45,1602,1769,2medium,5030.37,37.12855,-3.4458,NA,2,0,0,1,4,4,1,0,2,0,NA,0,0,2,3,0,0,1,1,0,2,1,3,1,2,3,pnig_sal,P. nigra
GR000071,GR,40.8374031,PINUS SYLVESTRIS,1894.98,1784,1991,3high,4520.35,37.11726,-3.44612,NA,2,0,0,1,3,4,1,0,2,0,NA,2,0,2,3,0,1,1,1,0,1,1,3,1,2,2,psylv,P. sylvestris
GR000072,GR,24.0964615,PINUS SYLVESTRIS,1976.91,1898,2106,3high,2977.92,37.11419,-3.43422,NA,1,0,0,0,1,3,1,0,1,0,NA,1,0,1,3,0,2,3,2,0,2,1,1,1,1,2,psylv,P. sylvestris
GR000073,GR,108.23087269999999,PINUS SYLVESTRIS,1567.96,1400,1731,2medium,6640.08,37.13536,-3.46031,NA,2,0,0,1,3,4,1,0,2,0,NA,2,0,0,2,0,0,1,2,1,1,3,3,1,2,2,psylv,P. sylvestris
GR000074,GR,120.7483829,PINUS SYLVESTRIS,1718.97,1544,1882,3high,7819.19,37.11774,-3.45139,NA,2,0,0,1,3,4,1,0,2,0,NA,2,0,0,2,0,1,1,2,0,1,1,2,1,2,2,psylv,P. sylvestris
GR000075,GR,1.8277308,PINUS HALEPENSIS,1589.26,1567,1621,2medium,524.47,37.13036,-3.44641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,2,0,0,1,1,0,0,1,2,1,2,1,phale,P. halpensis
GR000077,GR,36.2870755,NA,512.77,405,597,0verylow,6276.86,36.91614,-3.53574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1,1,2,1,2,0,0,2,NA,NA
GR007001,GR,232.7782696,PINUS PINASTER,1358.46,1161,1494,2medium,9481.57,36.96714,-3.71058,NA,1,1,1,3,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,ppinas,P. pinaster
GR007002,GR,127.9707758,PINUS PINASTER,1282.88,1131,1466,2medium,6527.07,36.96592,-3.69553,NA,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,ppinas,P. pinaster
GR007003,GR,165.5117582,PINUS PINASTER,1378.66,1267,1476,2medium,7854.5,36.95847,-3.69865,NA,1,2,1,3,2,1,1,1,1,2,2,0,0,1,1,0,1,1,1,1,1,1,2,2,0,1,ppinas,P. pinaster
GR007004,GR,201.262435,PINUS PINASTER,1375.73,1095,1496,2medium,10452,36.94776,-3.69163,NA,1,1,1,3,2,1,0,0,1,1,3,0,0,1,1,0,1,1,2,1,0,1,2,2,1,1,ppinas,P. pinaster
GR007005,GR,320.5839711,PINUS PINASTER,1316.02,1030,1500,2medium,17408.31,36.93727,-3.69312,NA,1,1,1,4,1,1,0,0,1,1,3,0,0,1,2,0,0,1,1,0,1,1,2,2,1,1,ppinas,P. pinaster
GR007006,GR,187.66469850000001,PINUS PINASTER,1269.36,1159,1337,2medium,7483.88,36.93119,-3.74659,NA,1,0,1,1,2,1,0,0,1,1,1,0,0,1,1,0,1,1,2,1,1,1,1,1,0,1,ppinas,P. pinaster
GR007007,GR,62.36298490000001,PINUS HALEPENSIS,1340.64,1281,1362,2medium,5411.57,36.93476,-3.72878,NA,NA,NA,NA,3,3,1,0,0,1,1,1,0,0,1,3,0,0,1,1,0,1,1,1,2,1,1,phale,P. halpensis
GR007008,GR,280.9879932,PINUS PINASTER,1313.92,1223,1391,2medium,24660.98,36.92435,-3.72562,NA,1,1,3,3,2,1,1,1,1,2,2,0,0,1,2,0,0,1,2,1,1,1,1,1,0,1,ppinas,P. pinaster
GR007009,GR,118.9772676,PINUS PINASTER,1216.78,1037,1349,2medium,9461.71,36.92879,-3.68714,NA,1,0,0,2,1,0,0,0,0,1,1,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,ppinas,P. pinaster
